updateTime,吉林,青海,四川,辽宁,台湾,甘肃,江苏,北京,湖南,重庆,宁夏,黑龙江,安徽,香港,贵州,天津,福建,浙江,河北,山西,云南,广西,河南,内蒙古,新疆,江西,澳门,上海,广东,陕西,海南,西藏,山东,湖北
2020-07-27,157.0,18.0,604.0,203.0,462.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2778.0,147.0,204.0,366.0,1270.0,349.0,201.0,189.0,255.0,1276.0,258.0,254.0,932.0,46.0,741.0,1672.0,323.0,171.0,1.0,799.0,68135.0
2020-07-28,157.0,18.0,604.0,203.0,462.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2778.0,147.0,204.0,366.0,1270.0,349.0,201.0,189.0,255.0,1276.0,258.0,254.0,932.0,46.0,741.0,1672.0,323.0,171.0,1.0,799.0,68135.0
2020-07-29,157.0,18.0,604.0,217.0,467.0,167.0,655.0,932.0,1019.0,583.0,75.0,947.0,991.0,3002.0,147.0,204.0,366.0,1270.0,349.0,201.0,190.0,255.0,1276.0,258.0,400.0,932.0,46.0,744.0,1674.0,323.0,171.0,1.0,799.0,68135.0
2020-07-30,157.0,18.0,604.0,222.0,467.0,167.0,655.0,933.0,1019.0,583.0,75.0,947.0,991.0,3151.0,147.0,205.0,366.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,496.0,932.0,46.0,744.0,1675.0,324.0,171.0,1.0,799.0,68135.0
2020-07-31,157.0,18.0,604.0,233.0,467.0,167.0,655.0,933.0,1019.0,583.0,75.0,947.0,991.0,3272.0,147.0,205.0,366.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,608.0,932.0,46.0,744.0,1678.0,324.0,171.0,1.0,799.0,68135.0
2020-08-01,157.0,18.0,604.0,241.0,467.0,167.0,655.0,933.0,1019.0,583.0,75.0,947.0,991.0,3397.0,147.0,205.0,366.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,639.0,932.0,46.0,748.0,1680.0,324.0,171.0,1.0,799.0,68135.0
2020-08-02,157.0,18.0,608.0,244.0,474.0,167.0,655.0,933.0,1019.0,583.0,75.0,947.0,991.0,3511.0,147.0,205.0,367.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,668.0,932.0,46.0,749.0,1682.0,326.0,171.0,1.0,802.0,68138.0
2020-08-03,157.0,18.0,608.0,253.0,475.0,167.0,658.0,933.0,1019.0,583.0,75.0,947.0,991.0,3591.0,147.0,205.0,367.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,696.0,932.0,46.0,749.0,1683.0,326.0,171.0,1.0,804.0,68138.0
2020-08-04,157.0,18.0,609.0,255.0,475.0,167.0,658.0,933.0,1019.0,583.0,75.0,947.0,991.0,3669.0,147.0,205.0,367.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,724.0,932.0,46.0,750.0,1687.0,326.0,171.0,1.0,804.0,68138.0
2020-08-05,157.0,18.0,610.0,255.0,476.0,167.0,658.0,934.0,1019.0,583.0,75.0,947.0,991.0,3754.0,147.0,205.0,367.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,746.0,932.0,46.0,752.0,1687.0,327.0,171.0,1.0,804.0,68138.0
2020-08-06,157.0,18.0,610.0,258.0,476.0,167.0,658.0,934.0,1019.0,583.0,75.0,947.0,991.0,3849.0,147.0,205.0,367.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,773.0,932.0,46.0,757.0,1687.0,328.0,171.0,1.0,805.0,68138.0
2020-08-07,157.0,18.0,611.0,259.0,477.0,167.0,659.0,935.0,1019.0,583.0,75.0,947.0,991.0,3938.0,147.0,205.0,367.0,1270.0,349.0,201.0,191.0,255.0,1276.0,258.0,799.0,932.0,46.0,764.0,1687.0,328.0,171.0,1.0,805.0,68138.0
2020-08-08,157.0,18.0,611.0,259.0,479.0,167.0,659.0,935.0,1019.0,583.0,75.0,947.0,991.0,4007.0,147.0,205.0,367.0,1271.0,349.0,201.0,191.0,255.0,1276.0,258.0,824.0,932.0,46.0,766.0,1688.0,328.0,171.0,1.0,806.0,68139.0
2020-08-09,157.0,18.0,611.0,259.0,479.0,167.0,659.0,935.0,1019.0,583.0,75.0,947.0,991.0,4079.0,147.0,205.0,367.0,1272.0,349.0,201.0,191.0,255.0,1276.0,258.0,839.0,932.0,46.0,768.0,1693.0,328.0,171.0,1.0,806.0,68139.0
2020-08-10,157.0,18.0,615.0,261.0,479.0,167.0,659.0,935.0,1019.0,583.0,75.0,947.0,991.0,4148.0,147.0,205.0,367.0,1273.0,349.0,201.0,191.0,255.0,1276.0,258.0,853.0,932.0,46.0,786.0,1696.0,331.0,171.0,1.0,810.0,68139.0
2020-08-11,157.0,18.0,615.0,261.0,480.0,169.0,659.0,935.0,1019.0,583.0,75.0,948.0,991.0,4181.0,147.0,205.0,367.0,1274.0,350.0,201.0,191.0,255.0,1276.0,258.0,866.0,932.0,46.0,794.0,1699.0,340.0,171.0,1.0,816.0,68139.0
